课程名字,课程链接
Python疫情监控实战/爬虫/Flask/Echarts/MySQL数据库/Linux,https://ke.qq.com/course/1182502
Python编程零基础小白快速入门必听课,https://ke.qq.com/course/982609
Python 400集/Python大型视频教程（第一季）【尚学堂】,https://ke.qq.com/course/438312
Python基础教程/Python入门/机器语言教程-python机器学习入门,https://ke.qq.com/course/356815
Python全栈开发/爬虫/人工智能/机器学习/数据分析【扣丁学堂】,https://ke.qq.com/course/327534
千锋python基础教程：python语言基础,https://ke.qq.com/course/314097
Python高级系统编程视频,https://ke.qq.com/course/302649
python-30天从入门到精通-基础,https://ke.qq.com/course/4033646
Python爬虫高级开发工程师,https://ke.qq.com/course/3582874
【达内】2021年Python爬虫全套课程（爬虫快速上手）,https://ke.qq.com/course/3454582
C/C++高薪全能班,https://ke.qq.com/course/3134056
2020版 快速搞定Excel数据分析,https://ke.qq.com/course/3066469
机器学习_入门经典（免费，2K超清）,https://ke.qq.com/course/3065516
零基础_第一行Python代码,https://ke.qq.com/course/2585437
Web开发之Flask框架从入门到精通,https://ke.qq.com/course/346092
2018.Kali与Python黑客视频课程-讲师：现任明教教主秦柯,https://ke.qq.com/course/300439
千锋python基础教程：第三章 Django,https://ke.qq.com/course/319937
Python学习指南，Python零基础入门,https://ke.qq.com/course/4063782
卷积神经网络(CNN)识别手写体数字和英文字母及MATLAB程序视频,https://ke.qq.com/course/2738491
Python 400集/Python大型视频教程（第三季）【尚学堂】,https://ke.qq.com/course/450399
2019千锋最新Flask框架入门教程,https://ke.qq.com/course/446958
Python 400集/Python大型视频教程（第二季）【尚学堂】,https://ke.qq.com/course/450374
【零基础入门】Python基础教程,https://ke.qq.com/course/435128
2019千锋Python爬虫超详细教程（精华版）,https://ke.qq.com/course/434753
5天Python实战营-挑战AI人脸识别项目,https://ke.qq.com/course/411784
OpenCV图像处理（面向Python）,https://ke.qq.com/course/358045
Python爬虫高薪就业VIP班,https://ke.qq.com/course/package/22289
Python全栈/数据分析/爬虫/AI人工智能-2,https://ke.qq.com/course/5624535
Python数据分析——数据清洗、处理和分析【pandas/matplotlib】,https://ke.qq.com/course/4126298
Python基础教程|爬虫|数据分析入门|,https://ke.qq.com/course/4030612
Python爬虫入门实例_手把手教你编写爬虫【爬虫/入门/实战】,https://ke.qq.com/course/4124251
跟着王进老师学Python之Django篇第七季：实现用户登录模块,https://ke.qq.com/course/4002374
千锋教育-Python教程零基础小白快速上手/入门到实践Python教程,https://ke.qq.com/course/3612822
Python爬虫—国庆档电影爬取与分析【千锋】,https://ke.qq.com/course/451167
Python基础入门必学—精华版,https://ke.qq.com/course/301639
Django轻松实现博客网站【2019千锋Python】,https://ke.qq.com/course/407704
Web前端核心技术,https://ke.qq.com/course/4000091
2019Python数据分析+人工智能从入门到精通【千锋】,https://ke.qq.com/course/395045
TensorFlow实战医疗命名实体识别,https://ke.qq.com/course/1711193
学会python只需要2天【海牛学院】,https://ke.qq.com/course/1651790
【好程序员】Python爬虫全套视频教程,https://ke.qq.com/course/463334
Python爬虫实战VIP班【灵犀教育】,https://ke.qq.com/course/436607
Python数据分析实例-链家数据,https://ke.qq.com/course/418500
自动化网络和安全运维-Python公开课实战公开课,https://ke.qq.com/course/398749
Python基础全套教程-做精通算法的数据分析师必学,https://ke.qq.com/course/326794
Python网络编程录播视频-第一天课程,https://ke.qq.com/course/320340
千锋python基础教程：第二章 前端基础,https://ke.qq.com/course/316388
Python0基础实战训练营,https://ke.qq.com/course/5830684
Python爬虫开发实战,https://ke.qq.com/course/5420696
【蓝鲸】2021秋季全新SaaS开发实战课,https://ke.qq.com/course/4034559
基于GIS的Python开发应用（GIS思维）,https://ke.qq.com/course/2267271
Python开发技术分享,https://ke.qq.com/course/1797234
机器学习Python编程文件读写IO操作,https://ke.qq.com/course/483932
2019千锋Python超详细入门教程（笔记+课件+源码）,https://ke.qq.com/course/393638
撩课-Python大数据+人工智能2,https://ke.qq.com/course/390369
春运回家抢票无忧，Python大牛带你实现12306全自动抢票,https://ke.qq.com/course/365181
《Python轻松学》配套视频,https://ke.qq.com/course/261844
Python开发之爬虫实战课程(4号教室),https://ke.qq.com/course/5830693
MySQL数据库入门实战 - Python版,https://ke.qq.com/course/5278388
Python零基础入门必看动画课（第一季）,https://ke.qq.com/course/3420356
看漫画学Python,https://ke.qq.com/course/3202568
零基础入门编程,https://ke.qq.com/course/2738496
【好程序员】Python数据分析全套视频教程,https://ke.qq.com/course/463383
python视频教程爬虫实战课程数据采集pyspark大数据全栈人工智能,https://ke.qq.com/course/450342
撩课-Python大数据+人工智能3,https://ke.qq.com/course/409094
数据分析和人工智能教程全套【2019千锋Python】,https://ke.qq.com/course/408150
Python零基础入门必学,https://ke.qq.com/course/5408651
Python项目精讲①-好莱坞百万级评分数据分析【千锋】,https://ke.qq.com/course/400603
Vue+Vite+ElementPlus+Django REST framework前后端分离项目实战,https://ke.qq.com/course/4964049
『Django实战』一个简单的博客实战项目,https://ke.qq.com/course/3911701
使用Python学习高等数学(普林斯顿微积分读本),https://ke.qq.com/course/3415871
HTML入门到精通-（python网站开发全栈系列课）,https://ke.qq.com/course/3202389
Python爬虫与反爬虫左右互搏,https://ke.qq.com/course/2027113
Python零基础入门到全栈开发,https://ke.qq.com/course/1584703
机器学习公开课,https://ke.qq.com/course/430799
Python框架之Django开发实战,https://ke.qq.com/course/378200
Python零基础|30分钟零基础入门Python【尚学堂】,https://ke.qq.com/course/320668
2021最新版Django全套视频（django框架快速上手）,https://ke.qq.com/course/3454781
Python人工智能课程试听（免费）,https://ke.qq.com/course/2961581
python小白课 - 五天开发背单词软件 | python基础 | tkinter GUI,https://ke.qq.com/course/2929174
Python基础入门+爬虫数据可视化,https://ke.qq.com/course/2804580
Python全栈精品课之GUI图形化界面设计,https://ke.qq.com/course/1584732
Python Django Web 开发,https://ke.qq.com/course/473874
清华博士带你学习算法入门,https://ke.qq.com/course/363371
Python正则表达式 - 白月黑羽出品,https://ke.qq.com/course/472794
跟着王进老师学开发Python篇第四季：面向对象基础篇,https://ke.qq.com/course/293056
Python 编程语言 零基础教程 - 白月黑羽出品,https://ke.qq.com/course/459843
【亿学教育】Python入门零基础专属课程,https://ke.qq.com/course/4933522
【千锋】前端和Python网络数据采集教程,https://ke.qq.com/course/3203650
Python零基础入门学习2020最新版,https://ke.qq.com/course/2706945
python从入门到精通,https://ke.qq.com/course/2525555
人工智能预测2020年天猫销量【千锋Python】,https://ke.qq.com/course/466888
Python零基础实战【51Reboot】,https://ke.qq.com/course/460618
最新Tornado框架实战教程【2019千锋Python】,https://ke.qq.com/course/408147
Django+Ajax商业实战,https://ke.qq.com/course/378236
Python快速入门,https://ke.qq.com/course/354426
Python兴趣爱好特惠包,https://ke.qq.com/course/package/63547
Python开发之爬虫实战课程(3号教室),https://ke.qq.com/course/5830692
Python财务分析基础,https://ke.qq.com/course/4162285
Python深入浅出进阶教程【黑马程序员】,https://ke.qq.com/course/3582302
基于ASP图书商城网上购物商城系统毕业设计 大学生毕业设计教学,https://ke.qq.com/course/3027361
数据分析入门教程，300分钟用Matplotlib打造疫情展示地图,https://ke.qq.com/course/2961800
python编程python编程入门python基础教程python青少年少儿编程,https://ke.qq.com/course/2029685
好程序员Python入门预习视频,https://ke.qq.com/course/461009
Python全栈/爬虫/运维/Flask/Openstack Django【达亚学院】,https://ke.qq.com/course/397896
【好程序员】2019Python全套视频教程,https://ke.qq.com/course/447319
Python全家福（第六期）,https://ke.qq.com/course/package/78055
Python数据分析教程（数据分析快速上手),https://ke.qq.com/course/3581463
Python零基础基础入门 从小白到大神（基础篇）,https://ke.qq.com/course/3489536
Django+Redis后端项目实战（通俗易懂）,https://ke.qq.com/course/3454865
Python解决扑克牌翻牌问题,https://ke.qq.com/course/3136549
Python程序员上手Linux极简教程(新手必看),https://ke.qq.com/course/3098605
Python爬虫实战,https://ke.qq.com/course/1710965
量化投资-由浅入深学习Python语言,https://ke.qq.com/course/470502
Flask框架从基础到高级智能租房项目实践,https://ke.qq.com/course/453037
2019千锋Python最新Swiper项目从入门到实战,https://ke.qq.com/course/447211
Python人脸识别来访系统开发实战,https://ke.qq.com/course/4001197
最新Python知识体系梳理【千锋】,https://ke.qq.com/course/404394
Python爬虫,https://ke.qq.com/course/4000870
Python核心编程,https://ke.qq.com/course/3883527
Python零基础,https://ke.qq.com/course/3451394
Django web 网站开发 项目实战,https://ke.qq.com/course/3381122
Python全栈精品课之Python进阶课,https://ke.qq.com/course/1584802
2019最新Django全套教程【千锋Python】,https://ke.qq.com/course/428068
Python快速入门（5小时带你飞）,https://ke.qq.com/course/408242
2019KNN算法从入门到大师【千锋Python】,https://ke.qq.com/course/407335
Python爬虫数据科学：Python基础/爬虫开发/大数据分析/数据结构,https://ke.qq.com/course/5566991
Linux和数据库实战教程,https://ke.qq.com/course/346045
2天爬虫入门精选课,https://ke.qq.com/course/4130217
Python3.10的下载安装与新特性,https://ke.qq.com/course/4124396
3D图示Python标准自学教程基础篇(6)_人脉管理系统项目,https://ke.qq.com/course/2321027
Python全栈精品课之正则表达式,https://ke.qq.com/course/1584694
Python入门-编码规范,https://ke.qq.com/course/418413
零基础实战Python【核心技术】编程,https://ke.qq.com/course/409534
我的第一个Python程序,https://ke.qq.com/course/327038
python程序设计：2.1Python面向对象的程序设计,https://ke.qq.com/course/269234
Python开发-面向对象编程 【凳子学院】,https://ke.qq.com/course/251708
2021版Python机器学习教程，小白也能听懂的入门视频,https://ke.qq.com/course/4124009
手把手教你学Python（前导篇）,https://ke.qq.com/course/3517980
Python体验课（全套）,https://ke.qq.com/course/4092860
Python爬虫——JavaScript解密专题,https://ke.qq.com/course/2995916
Python爬虫教程（python爬虫快速上手）,https://ke.qq.com/course/3582168
Python 函数,https://ke.qq.com/course/2029066
3D图示Python标准自学教程入门篇,https://ke.qq.com/course/1185494
零基础Python快速入门【猿产地教育】,https://ke.qq.com/course/314860
python程序设计(高中版)_2.3变量,https://ke.qq.com/course/275825
Python全家福（第三期）,https://ke.qq.com/course/package/69669
Python开发之数据分析课程(1号教室),https://ke.qq.com/course/5826507
Django教程（django框架快速上手）,https://ke.qq.com/course/3580350
3天学会爬虫，一起开发爬虫项目实践（价值5k的私活）,https://ke.qq.com/course/2959760
2021最新Redis超详细教程（redis数据库快速上手）,https://ke.qq.com/course/3454851
python全栈爬虫之文件操作3—信盈达【嵌入式系列】提高篇,https://ke.qq.com/course/2263550
Python全栈精品课之多线程编程,https://ke.qq.com/course/1584766
python字符串、列表、元组、字典---信盈达【python系列】提高篇,https://ke.qq.com/course/2202591
Python全栈精品课之Python精讲课（二）,https://ke.qq.com/course/1584754
1小时用python开发单词查询系统,https://ke.qq.com/course/348245
Python全栈精品课之Python精讲课（三）,https://ke.qq.com/course/1582861
Python基础与进阶，从零基础到大神，只看这一门,https://ke.qq.com/course/3912181
Python教程从零开始学 python快速上手,https://ke.qq.com/course/3614382
Python开发环境配置,https://ke.qq.com/course/3453658
Python3编程开发环境与工具配置 - 基于Python3.9,https://ke.qq.com/course/3096444
【老男孩教育】Python爬虫一站搞定,https://ke.qq.com/course/3064759
Python零基础小白入门必修课,https://ke.qq.com/course/3030907
零基础，Python入门！,https://ke.qq.com/course/2738998
Python全栈精品课之Python精讲课（一）,https://ke.qq.com/course/1582809
Python项目精讲②-美国总统竞选赞助数据分析【千锋】,https://ke.qq.com/course/400607
Python全家福（一）,https://ke.qq.com/course/package/65743
Python核心编程(1号教室),https://ke.qq.com/course/5826505
Python基石,https://ke.qq.com/course/3615918
Python机器学习教程（机器学习快速上手),https://ke.qq.com/course/3581474
Python：函数重定义的本质,https://ke.qq.com/course/3581119
2021年Windows下Python3环境配置讲解教程,https://ke.qq.com/course/3455920
Python爬虫实战班,https://ke.qq.com/course/3451143
2021最全云计算学习之Python进阶技术解析,https://ke.qq.com/course/3455902
python基础课程 | 三眼鸭,https://ke.qq.com/course/3417948
Python Socket 网络编程,https://ke.qq.com/course/1710954
Serverless 工程化实战：基于Python+JS的动态博客开发,https://ke.qq.com/course/1294855
Python算法,https://ke.qq.com/course/4875020
零基础学python,https://ke.qq.com/course/4156941
信息技术 八年级上 浙教版 Python程序设计,https://ke.qq.com/course/3998836
2021最新云计算学习之Django基础技术全解,https://ke.qq.com/course/3455912
彻底搞懂python元类metaclass,https://ke.qq.com/course/3450558
2021最全云计算学习之Python基础讲解,https://ke.qq.com/course/3454886
web网站开发实战项目-免费,https://ke.qq.com/course/1710378
Python网络爬虫基础与实战,https://ke.qq.com/course/415319
1小时学Python,https://ke.qq.com/course/370795
Python爬虫从入门到高级实战精品课,https://ke.qq.com/course/346082
机器学习实战,https://ke.qq.com/course/5830022
Python入门到精通,https://ke.qq.com/course/3583745
Python 处理 Excel,https://ke.qq.com/course/858686
撩课-Python大数据+人工智能4,https://ke.qq.com/course/409286
Python Qt 图形界面开发 PyQt5 PySide2 - 白月黑羽出品,https://ke.qq.com/course/473073
【NEXT学院】Python从入门到实战·基础篇【体验课】,https://ke.qq.com/course/385849
Python教程/Python应用开发-PythonWeb入门和Django的应用,https://ke.qq.com/course/328011
Python教程/Python数据库/Python基础入门-MySQL基础入门教程,https://ke.qq.com/course/317242
python web工程师：30分钟完成新闻系统开发,https://ke.qq.com/course/257890
0基础如何用3个月学会机器学习,https://ke.qq.com/course/254898
Python环境搭建和使用手册-Jupyter Notebook/Python实战,https://ke.qq.com/course/2839132
Python入门和实战案例免费直播课,https://ke.qq.com/course/2587533
Python全栈精品课之网络编程,https://ke.qq.com/course/1584809
未来程序员/公益免费/在线教学/网络安全/云计算运维/Python开发,https://ke.qq.com/course/1345847
路飞学城周末班课程答疑,https://ke.qq.com/course/468538
【爬虫实战】Scrapy爬取整个图片网站,https://ke.qq.com/course/412039
Python基础班,https://ke.qq.com/course/395900
千锋全国python就业技术支持,https://ke.qq.com/course/380276
Python基础教程/爬虫/AI人工智能/数据分析/机器学习【六星教育】,https://ke.qq.com/course/292490
千锋python基础教程：第四章 Tornado,https://ke.qq.com/course/319938
Python核心编程(3号教室),https://ke.qq.com/course/5829341
Python全方面技能了解、市场行业全面分析【马士兵教育】,https://ke.qq.com/course/2836144
Python人工智能直播课程,https://ke.qq.com/course/2707015
免费Python核心基础精讲【直播】,https://ke.qq.com/course/2525603
英雄联盟桌面高清壁纸爬取,https://ke.qq.com/course/2468151
免费Python爬虫实战课程,https://ke.qq.com/course/2474528
【马士兵教育】0基础入门Python全栈开发，挑战高薪就业,https://ke.qq.com/course/2379953
Python零基础进阶全栈开发【六星教育】,https://ke.qq.com/course/2320671
python+AI VIP体验视频,https://ke.qq.com/course/451472
Python小白到大牛【免费学习交流课】,https://ke.qq.com/course/249690
Python开发之爬虫实战课程(2号教室),https://ke.qq.com/course/5830690
Python零基础入门,https://ke.qq.com/course/5660443
Python零基础入门｜小白变大神｜Django｜爬虫｜数据分析,https://ke.qq.com/course/3417573
Python零基础小白入门课程,https://ke.qq.com/course/3168528
Python小白入门课｜Django｜爬虫｜数据分析,https://ke.qq.com/course/3097811
Python全栈工程师 Python开发/数据分析/AI人工智能【图灵课堂】,https://ke.qq.com/course/3029344
零起点高质量Python网站、软件开发与Excel处理就业实战宣传介绍,https://ke.qq.com/course/2959905
Python零基础入门｜小白变大神｜Django｜爬虫｜数据分析,https://ke.qq.com/course/2898531
Python课程讲解,https://ke.qq.com/course/2868144
爬了么课堂,https://ke.qq.com/course/2838735
Python爬虫强化班,https://ke.qq.com/course/5838468
扫地僧AI量化平台Qlib给力教程系列一：核心篇,https://ke.qq.com/course/5838458
Python技能提升班3.0,https://ke.qq.com/course/5838149
Python金融风控模型案例实战大全,https://ke.qq.com/course/5837658
Python开发之爬虫开发课程(1号教室),https://ke.qq.com/course/5829854
Vue3.0全家桶+Element-Plus,https://ke.qq.com/course/5827714
Python核心编程(4号教室),https://ke.qq.com/course/5829802
Python技能提升班2.0,https://ke.qq.com/course/5824103
Python核心编程(2号教室),https://ke.qq.com/course/5826833
【马士兵教育】Python/数据挖掘/AIoT人工智能预定,https://ke.qq.com/course/5814345
Python开发之爬虫开发课程(1号教室),https://ke.qq.com/course/5826506
Python核心编程预定,https://ke.qq.com/course/5807972
Python数据抓取小白入门实战19,https://ke.qq.com/course/5804955
Python核心编程初体验,https://ke.qq.com/course/5738746
Python零基础入门,https://ke.qq.com/course/5690375
爬虫与反爬虫实战入门,https://ke.qq.com/course/5701081
Python高薪全能班,https://ke.qq.com/course/5683404
Python零基础冲刺班Python零基础冲刺班Python零基础冲刺班Python,https://ke.qq.com/course/5623897
Python入门与爬虫实战入门,https://ke.qq.com/course/5683369
Python/商业插画/插画设计/插画/板绘/手绘/CG插画全能班,https://ke.qq.com/course/5613634
Python核心编程,https://ke.qq.com/course/5683335
Python零基础训练,https://ke.qq.com/course/5606321
2022核心编程基础(7号教室),https://ke.qq.com/course/5644859
Python核心编程,https://ke.qq.com/course/5567129
2022核心编程基础(6号教室),https://ke.qq.com/course/5625284
WEB前端核心技术,https://ke.qq.com/course/5554148
python零基础到高薪就业VIP班【金渡教育】,https://ke.qq.com/course/5548274
Python基础班,https://ke.qq.com/course/5530694
UiPath RPA开发：入门、实战与进阶—官方配套视频课程,https://ke.qq.com/course/5530102
Python开发之数据分析课程(2号教室),https://ke.qq.com/course/5524819
零基础入门学Python（2022版）,https://ke.qq.com/course/5510997
Python开发之爬虫开发课程(4号教室),https://ke.qq.com/course/5514383
2022核心编程基础(5号教室),https://ke.qq.com/course/5510962
Python开发之爬虫开发课程(1号教室),https://ke.qq.com/course/5511391
2022核心编程基础(4号教室),https://ke.qq.com/course/5510960
Python体验课,https://ke.qq.com/course/5507984
2022核心编程基础(3号教室),https://ke.qq.com/course/5510930
Python全栈开发,https://ke.qq.com/course/5499815
2022核心编程基础(2号教室),https://ke.qq.com/course/5510929
2022核心编程基础(1号教室),https://ke.qq.com/course/5507618
Python体验课,https://ke.qq.com/course/5496461
扫地僧Backtrader给力教程系列二：量化回测与实盘交易高级篇,https://ke.qq.com/course/5481729
Python体验课,https://ke.qq.com/course/5491401
Python零基础入门,https://ke.qq.com/course/5479089
Python及其在数据分析中的应用,https://ke.qq.com/course/5473564
Python办公自动化,https://ke.qq.com/course/5470377
Python-全栈高薪,https://ke.qq.com/course/5458291
Python专题课合集,https://ke.qq.com/course/5421046
Python高级基础进阶,https://ke.qq.com/course/5420306
Python全栈/数据分析/爬虫/AI人工智能[六星],https://ke.qq.com/course/5407772
Python全栈+爬虫+AI人工智能,https://ke.qq.com/course/5400453
Python编程练习100题,https://ke.qq.com/course/5393654
Python项目实战班【包含：长期项目资源】,https://ke.qq.com/course/5400334
码趣教育Python专属预定链接,https://ke.qq.com/course/5345802
扫地僧Backtrader给力教程系列一：量化回测核心篇 增订版,https://ke.qq.com/course/5297935
亿学python全套专用课程,https://ke.qq.com/course/5287495
【青灯教育】Python课程,https://ke.qq.com/course/5095608
Pytho零基础入门课程专属,https://ke.qq.com/course/4933536
Python体验课,https://ke.qq.com/course/4815753
Python-数据分析/数据可视化,https://ke.qq.com/course/4756014
Python体验课,https://ke.qq.com/course/4759036
Python零基础入门,https://ke.qq.com/course/4667258
跟着王进老师学Python之Django篇第八季：用户权限管理,https://ke.qq.com/course/4576802
python青少年编程,https://ke.qq.com/course/4547721
Python预定专用,https://ke.qq.com/course/4546334
【星越教育】Python零基础精英特战队学习班,https://ke.qq.com/course/4515638
Python爬虫高级开发/大数据抓取/商业项目实战,https://ke.qq.com/course/4515598
python高薪全能开发预科班,https://ke.qq.com/course/4299748
Python核心主流框架/极速搭建网址后台,https://ke.qq.com/course/4515541
【星越教育】Python零基础全栈工程师学习班,https://ke.qq.com/course/4267223
Web前端核心技术,https://ke.qq.com/course/4515526
Python-爬虫高薪班,https://ke.qq.com/course/4232023
Python核心编程,https://ke.qq.com/course/4515522
【星越教育】Python爬虫实战案例,https://ke.qq.com/course/4195292
Python零基础挑战高薪架构师,https://ke.qq.com/course/4515510
Python零基础精讲,https://ke.qq.com/course/4164605
python新冠病毒COVID-19数据分析和可视化,https://ke.qq.com/course/4159542
Web全栈-前端开发,https://ke.qq.com/course/4159086
Python办公自动化-千张excel表格数据汇总/文件读取/数据合并分析,https://ke.qq.com/course/4126350
Python零基础冲刺班,https://ke.qq.com/course/4125818
2022全新核心编程基础,https://ke.qq.com/course/4124462
码趣教育-就业指导,https://ke.qq.com/course/4124416
Python编程/Python零基础入门/Python基础教程,https://ke.qq.com/course/4124051
Python数据分析/突破职业天花板/机器学习与人工智能,https://ke.qq.com/course/4122971
Django商业实战项目/助你圆梦高薪/真实案例更快适应工作岗位,https://ke.qq.com/course/4122739
Python爬虫高级开发/大数据抓取/从入门到精通/商业项目实战,https://ke.qq.com/course/4122683
Python Django框架,https://ke.qq.com/course/4122631
WEB前端核心技术,https://ke.qq.com/course/4122618
Python核心编程,https://ke.qq.com/course/4122486
